TYPE_VEHICULE,LEGER_MATERIEL,GRAVE,MORTEL
CAMION,99.1423501577287,0.611198738170347,0.24645110410094637
SANS_CAMION,99.05128400518174,0.846931777359271,0.10178421745898694
